q1_0,q1_1,q1_2,q1_3,q1_4,q1_5,q1_6,q1_7,q1_8,q1_9,q2,q3,q4,q5,q6,q7_0,q7_1,q7_2,q7_3,q7_4,q7_5,q7_6,q7_7,q7_8,q7_9,q7_10,q7_11,q7_12,q7_13,q7_14,q8,q9,q10,q11_0,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q12,q13,q14,q15,q16,q17_0_0,q17_0_1,q17_0_2,q17_0_3,q17_0_4,q17_0_5,q17_0_6,q17_1_0,q17_1_1,q17_1_2,q17_1_3,q17_1_4,q17_1_5,q17_1_6,q17_2_0,q17_2_1,q17_2_2,q17_2_3,q17_2_4,q17_2_5,q17_2_6,q17_3_0,q17_3_1,q17_3_2,q17_3_3,q17_3_4,q17_3_5,q17_3_6,q17_4_0,q17_4_1,q17_4_2,q17_4_3,q17_4_4,q17_4_5,q17_4_6,q17_5_0,q17_5_1,q17_5_2,q17_5_3,q17_5_4,q17_5_5,q17_5_6,q17_6_0,q17_6_1,q17_6_2,q17_6_3,q17_6_4,q17_6_5,q17_6_6,q17_7_0,q17_7_1,q17_7_2,q17_7_3,q17_7_4,q17_7_5,q17_7_6,year,gender,age,income,cosize,tenure,weight
6,6,4,6,8,0,10,0,5,5,2,2,1,,,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,4,,,,3,,1,2,,4,5,1,6,,,,6,3,4,2,2,7,4,2,1,7,5,7,2,3,7,6,1,2,1,7,7,2,4,2,6,6,5,3,7,2,7,2,6,2,4,3,2,3,3,4,4,3,1,3,2,3,5,1,6,4,7,7,5,3,3,4,4,1,1,2,6,2,0.897883
6,2,5,3,0,5,2,10,1,2,3,2,3,1,4,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,,,,1,2,3,,4,,,3,,,,,5,6,3,1,6,4,1,5,3,7,5,2,4,7,6,1,7,1,3,6,3,6,2,6,2,6,4,3,3,5,5,6,2,6,1,3,2,4,2,3,4,4,5,7,5,6,5,5,3,3,4,2,4,7,3,3,4,1,3,7,2,1,0.556014
7,6,9,5,8,9,9,0,6,9,2,2,2,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9,12,,,,,,,,,,4,,,,,5,4,7,1,4,2,6,7,1,3,5,4,1,3,1,6,3,1,1,2,3,2,6,7,5,5,3,1,6,1,6,6,6,7,4,1,7,6,5,1,5,6,6,7,6,1,7,4,2,6,2,4,1,2,7,3,4,2,5,7,6,3,1.420561
8,2,10,8,2,5,10,10,2,7,2,1,2,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,3,,,,,,,,,,,2,7,,,,1,5,6,6,7,7,5,1,5,1,2,7,5,7,1,6,3,1,6,5,6,3,4,7,7,4,1,6,5,3,6,5,3,3,6,1,5,7,6,2,5,6,3,4,1,7,5,6,5,7,7,2,7,4,5,3,4,1,2,5,1,2,1.161298
9,0,0,5,0,0,3,9,6,3,4,,,,,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,,,,,,,,,1,,4,,,,,5,5,5,6,6,6,3,7,5,3,2,1,2,4,4,6,2,7,3,1,5,6,5,3,4,6,6,6,2,5,1,7,3,2,3,7,7,5,2,5,2,7,7,5,6,2,7,6,2,1,1,4,5,5,1,3,4,2,3,6,5,3,1.150885
8,10,5,8,7,8,4,0,6,5,7,,,,,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,10,1,2,,,,,,,,,4,,,,,5,7,4,3,7,3,5,5,2,1,1,5,2,7,3,3,6,1,4,5,3,5,4,4,7,4,7,4,6,5,5,2,2,3,6,5,7,1,3,1,1,7,5,6,2,2,7,7,3,3,6,4,7,2,5,2,4,2,2,3,1,2,0.925056
7,1,6,0,1,5,0,5,1,2,1,4,,,,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,8,14,2,4,,3,2,,1,,,3,,,,,1,7,3,4,7,7,7,6,1,4,5,5,7,1,7,1,6,7,4,7,5,4,7,6,1,7,1,1,5,1,2,6,6,3,1,6,4,3,6,2,5,6,5,5,2,7,3,7,4,1,3,7,2,7,3,1,4,1,4,2,4,3,0.931913
2,5,2,1,6,10,2,8,2,0,3,3,,,,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,8,11,,,,,,,,,,1,2,1,,,2,7,6,4,2,4,6,7,5,5,7,6,4,3,2,4,4,3,1,5,4,6,7,4,7,2,6,3,7,5,3,6,1,5,4,1,7,5,7,4,1,5,6,3,7,1,4,2,4,5,7,3,1,3,5,5,4,1,2,6,4,3,0.949345
1,8,5,3,4,3,3,6,9,6,1,5,,,,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,10,12,,,,,,,,,,1,4,,,,2,1,2,5,7,1,4,2,2,2,4,5,6,4,1,5,4,4,4,6,5,1,5,2,3,5,1,5,3,1,5,5,5,5,2,2,6,6,4,5,6,3,4,6,1,5,5,5,3,4,2,4,1,2,6,2,4,1,2,5,6,2,0.79842
7,6,6,9,5,3,2,6,9,6,7,,,,,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,,,,3,2,4,,1,5,,3,,,,,1,4,5,2,4,6,6,5,6,5,1,4,2,7,2,4,1,2,2,6,6,7,5,4,2,5,7,5,6,4,5,2,7,1,1,7,2,2,4,3,2,4,5,1,6,5,7,5,1,7,5,3,2,3,1,6,4,2,1,5,6,3,0.911281
7,0,10,5,7,8,3,0,8,7,7,,,,,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,8,2,2,,,,,,,,,2,1,2,2,,3,3,7,5,1,1,5,6,6,6,2,7,7,1,7,3,2,2,6,2,1,5,1,1,2,2,2,6,3,4,3,5,2,2,7,5,4,2,4,7,5,2,3,7,2,3,3,4,6,6,3,1,2,1,5,3,4,2,5,5,3,4,0.783886
8,3,8,8,3,0,2,1,6,5,6,,,,,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,8,6,,,,,,,,,,2,6,,,,2,1,3,4,1,3,6,7,1,3,1,1,2,5,6,4,3,5,3,6,3,7,2,4,7,2,3,4,5,5,5,7,2,2,4,4,6,2,7,6,1,4,4,3,1,6,5,4,2,5,4,5,5,2,4,7,4,2,3,1,4,3,1.242533
6,2,0,8,6,4,9,1,10,3,4,,,,,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,,,,,5,,3,4,2,1,2,1,1,,,3,7,4,2,7,4,4,2,4,3,5,4,6,4,4,3,5,3,1,4,2,1,5,6,6,4,5,7,4,7,2,2,6,4,6,4,4,6,7,6,6,6,7,3,3,7,4,5,2,3,6,5,7,1,2,2,4,1,3,4,2,1,1.196032
2,4,9,8,5,3,7,10,0,8,2,4,,,,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,5,,,,,1,,,,2,,2,1,3,1,1,4,5,3,3,1,4,1,5,5,1,4,4,5,7,4,6,1,1,5,6,3,4,4,4,3,2,5,6,3,7,4,6,1,1,4,4,6,7,7,1,1,1,2,6,1,3,5,7,7,4,3,4,5,1,5,7,4,2,4,7,6,2,0.894909
5,0,0,1,2,1,2,8,5,4,5,,,,,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0,3,,,,,,,,,,1,2,2,3,1,5,7,7,1,2,5,3,6,2,6,7,5,7,4,2,2,4,5,6,6,6,1,4,6,5,6,2,6,2,7,7,4,4,2,4,7,1,5,3,1,5,4,5,1,7,2,5,1,4,4,7,5,4,4,4,6,6,4,2,2,5,6,2,0.670939
7,0,2,2,6,0,7,1,9,2,3,1,1,,,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,7,2,1,,,,,,,,,1,6,,,,1,6,6,6,4,6,1,2,6,1,7,6,3,3,3,5,4,7,7,2,4,6,4,2,7,6,6,5,4,4,5,2,5,2,6,5,1,5,6,6,5,7,1,6,7,4,7,2,2,7,4,5,1,3,1,3,4,1,4,2,5,4,0.701084
7,4,8,9,9,10,0,2,7,10,5,,,,,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,,,,,,,,,,,2,4,,,,1,5,1,5,4,4,5,5,6,2,2,4,4,6,4,5,5,4,7,1,3,6,3,6,3,5,6,2,2,3,6,7,2,2,5,3,1,1,4,7,5,6,1,6,6,6,1,2,7,1,5,4,2,2,4,1,4,1,2,4,5,2,1.225497
9,5,5,7,8,7,2,2,0,1,2,2,1,,,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,9,13,2,,,,,,,,1,2,2,1,,,6,5,1,7,5,7,2,5,4,5,6,6,4,1,7,5,4,1,7,3,6,6,4,3,3,3,6,5,1,6,4,2,5,7,1,4,6,7,5,1,1,4,3,7,1,3,4,7,3,5,1,3,6,1,7,7,4,1,5,5,2,1,1.061428
9,8,3,10,9,4,3,8,9,5,1,2,1,,,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,8,2,1,,,,,,,,,4,,,,,1,3,5,7,3,6,5,2,5,1,4,6,3,4,2,5,5,7,1,5,2,3,1,2,3,2,2,5,3,4,7,5,4,3,4,5,6,6,5,4,6,7,6,1,2,5,1,3,4,2,2,3,3,3,5,3,4,1,4,6,5,1,1.311762
0,2,5,7,7,8,7,10,4,7,2,1,1,,,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,,,,,,,,,,,1,3,3,2,,3,1,6,4,6,3,4,1,2,7,4,6,3,1,7,4,2,3,6,4,4,7,7,1,5,3,6,5,4,5,1,7,4,2,1,3,7,4,6,2,4,5,1,3,1,3,6,7,7,2,3,5,1,2,1,7,4,2,3,1,5,4,1.229691
9,8,10,2,9,0,7,10,1,2,5,,,,,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,3,,,,4,,1,,3,2,,3,,,,,3,1,4,5,5,4,4,2,5,1,4,3,6,7,5,2,2,5,3,1,4,3,2,2,5,3,6,4,2,5,6,1,6,5,1,1,4,3,6,4,6,4,1,5,2,2,1,4,7,7,6,7,2,2,7,6,4,1,3,1,5,4,0.958752
4,3,3,0,6,2,5,0,0,4,4,,,,,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,4,,,,,2,,,4,3,1,3,,,,,2,4,2,5,5,2,2,2,4,6,1,1,7,4,6,7,2,4,6,3,7,4,3,2,4,7,7,3,5,5,7,2,1,3,6,1,1,2,1,1,7,2,1,3,6,5,3,5,6,1,5,7,1,7,1,3,4,1,3,3,6,2,0.604007
9,8,5,7,10,5,8,10,0,4,3,5,,,,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,8,10,,2,,,5,1,,3,4,2,5,,,,5,3,1,6,5,6,6,3,4,6,4,5,1,6,3,3,1,6,3,3,6,4,7,5,6,1,3,6,5,5,3,7,1,6,2,1,6,1,3,2,2,3,3,1,4,4,2,6,1,6,5,7,6,5,5,6,4,1,4,4,3,4,0.976293
10,10,2,4,7,6,10,2,4,10,3,2,2,2,,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,3,,,,,,1,,,,,1,1,2,2,,1,6,4,5,6,2,6,1,3,2,7,1,3,4,5,4,1,6,6,3,5,5,7,7,5,7,6,1,3,3,7,5,3,3,5,1,2,3,4,1,3,1,7,1,7,2,1,6,5,2,5,3,3,7,3,3,4,2,1,7,2,1,0.559462
8,4,4,6,0,7,8,8,8,1,2,4,,,,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,4,,,,2,,3,,1,4,,2,1,3,1,2,4,4,4,3,1,7,3,2,4,7,4,6,4,3,2,3,1,4,7,3,4,3,2,6,5,6,2,3,7,4,3,7,1,1,3,5,3,5,3,3,6,4,2,2,1,5,1,7,5,7,1,4,5,3,5,1,4,1,3,1,1,3,0.89335
3,2,2,2,6,1,6,5,5,2,1,1,3,2,,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,,,,,,,,,,,1,5,,,,2,2,2,3,1,5,3,1,4,1,2,6,4,3,7,2,1,2,1,2,6,6,2,3,1,2,7,5,2,6,6,2,6,7,5,4,2,5,5,1,4,6,2,2,6,2,2,7,4,2,3,5,2,5,1,1,4,1,3,3,6,4,0.876225
4,9,9,4,2,8,6,4,8,6,5,,,,,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,9,2,1,,,,,,,,,3,,,,,3,7,1,4,6,6,3,1,4,6,6,5,1,2,1,1,6,5,7,7,5,6,3,5,4,3,5,1,2,6,4,3,5,4,4,1,3,1,1,7,2,5,6,3,6,2,6,3,3,2,1,3,4,1,2,1,4,1,4,6,4,2,0.922082
0,2,3,7,6,1,6,10,5,8,1,4,,,,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,10,1,2,1,,2,,,,,,1,5,,,,1,1,5,4,6,4,3,2,5,1,7,2,2,7,7,7,1,6,7,4,5,7,1,1,4,6,3,7,5,5,3,4,3,2,7,4,7,6,3,2,7,3,1,5,1,4,5,5,1,6,4,1,3,5,1,5,4,2,4,5,5,3,0.936149
9,4,4,5,9,3,1,0,10,3,3,4,,,,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,10,1,1,,,,2,3,1,,,2,7,,,,6,6,5,7,5,3,7,2,2,2,5,3,2,7,6,4,4,2,6,7,7,4,5,2,7,1,3,7,1,7,1,3,3,5,4,4,5,4,3,7,5,5,6,4,3,6,4,5,4,6,2,7,2,2,6,3,4,2,3,6,5,3,0.568749
8,1,5,0,9,4,10,0,4,3,6,,,,,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,6,3,2,4,,2,,,1,3,,4,,,,,4,1,5,3,4,2,4,4,3,7,6,3,1,2,5,7,6,1,4,7,5,1,7,5,2,4,2,1,3,6,4,2,1,1,2,6,1,3,7,7,5,1,4,2,2,3,5,4,3,5,6,4,3,1,4,3,4,1,4,2,4,2,0.594461
9,6,3,2,6,10,8,5,9,1,2,3,,,,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,9,5,1,,,,,,,,,4,,,,,7,3,2,3,7,2,6,2,1,6,4,3,1,5,3,4,1,6,6,7,1,3,2,6,6,2,6,2,3,4,1,4,4,2,1,2,5,5,6,6,7,3,1,4,1,5,6,1,7,7,7,6,3,1,7,3,4,1,3,6,4,4,0.818647
2,0,10,4,7,4,4,10,8,2,3,1,2,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,7,10,,,1,,,,,,,3,,,,,1,2,1,2,3,6,3,3,5,2,4,7,7,4,5,3,6,5,7,5,7,3,1,5,1,1,3,3,3,5,4,2,4,2,5,1,1,2,4,4,2,6,2,1,6,1,4,6,1,7,7,1,4,2,6,1,4,2,4,5,5,2,1.496452
4,4,6,7,6,8,3,2,5,10,2,3,,,,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,6,5,1,,2,,1,,3,4,,4,,,,,4,4,6,4,6,2,3,4,2,1,4,6,4,6,6,3,4,7,2,3,5,3,5,6,5,7,7,4,7,4,4,1,4,2,5,6,7,1,2,2,5,7,6,1,6,1,4,6,4,1,6,1,4,5,7,4,4,2,2,7,1,3,1.202567
6,4,9,0,5,1,0,2,4,2,1,2,3,2,,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,5,,,3,4,,,,,1,2,2,7,,,,6,1,3,4,6,1,3,5,6,7,4,1,7,4,2,4,2,4,4,5,4,2,6,6,6,5,4,2,5,4,1,5,2,1,2,7,5,6,1,4,1,1,5,2,7,2,1,6,2,4,3,2,6,7,2,3,4,2,1,6,1,2,0.911596
8,0,10,0,2,5,5,7,7,7,7,,,,,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,9,14,1,,3,2,,1,4,,,2,7,,,,4,4,3,6,7,6,3,5,3,3,4,3,6,6,7,5,2,3,3,2,2,4,5,7,6,6,2,2,2,7,6,1,4,1,1,1,6,3,3,3,5,5,6,6,6,1,4,1,6,7,2,1,5,7,4,4,4,1,1,7,6,3,1.096284
0,10,10,5,9,5,9,4,4,3,7,,,,,0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,8,10,,,,,,,,,,2,4,,,,2,7,7,5,4,7,7,5,4,4,2,3,3,2,2,4,3,3,6,4,1,5,3,2,1,1,4,1,2,2,6,6,4,4,4,1,6,1,4,5,1,1,2,6,6,1,5,3,2,6,1,1,6,6,6,3,4,2,5,1,4,3,0.697736
8,9,9,1,9,3,0,0,3,2,6,,,,,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,6,6,,5,4,,,2,,3,1,1,2,2,1,9,3,4,6,4,7,2,5,7,5,5,1,3,7,1,2,6,4,6,1,5,3,7,7,4,3,4,6,4,1,1,4,6,7,3,4,1,6,7,4,4,2,4,7,7,1,4,7,7,7,3,1,1,6,4,3,7,4,1,5,1,3,3,1.112373
4,2,5,8,1,3,5,4,0,9,7,,,,,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,3,,,,,2,,,,1,,3,,,,,4,3,7,3,2,7,2,5,7,7,3,4,2,4,4,2,6,6,2,1,1,6,3,2,3,4,1,5,1,7,5,6,7,7,7,5,4,5,6,4,7,2,7,3,6,4,1,1,3,1,3,4,3,4,1,5,4,1,5,2,2,1,0.535964
9,10,3,10,0,0,8,6,2,0,1,4,,,,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,2,,,,4,,3,1,,5,2,3,,,,,6,5,1,3,3,6,4,6,6,5,1,5,6,1,1,2,7,4,3,1,7,5,4,1,3,5,2,4,3,5,4,7,1,6,1,5,4,4,3,1,5,7,5,1,1,4,2,5,6,5,1,4,6,2,6,6,4,2,4,6,4,4,1.1136
1,0,7,2,7,3,3,8,2,5,7,,,,,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,,,,,,,,,,,4,,,,,3,1,3,7,4,1,6,1,3,1,5,6,4,1,1,1,2,2,3,7,2,4,7,2,1,5,3,4,4,4,2,1,4,5,5,2,6,3,7,6,1,2,5,5,3,7,6,7,1,7,5,6,7,6,1,4,4,2,3,1,1,4,0.894078
7,3,10,3,5,6,5,8,10,2,7,,,,,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,5,,,,,,,,,,,1,1,3,1,7,3,6,1,5,2,4,4,7,7,2,2,4,6,4,3,4,1,4,3,2,1,4,3,1,4,4,3,7,4,7,5,4,5,5,4,7,4,5,1,6,4,1,3,3,5,1,5,3,5,2,5,2,4,2,5,5,4,2,5,1,5,1,0.622003
4,0,4,9,10,0,6,8,1,10,1,3,,,,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,7,7,,,,,,,,,,2,5,,,,7,4,5,2,4,7,5,5,2,4,4,3,2,5,2,3,2,5,7,4,5,7,2,7,1,6,4,1,3,6,6,1,1,1,6,7,2,1,6,1,1,3,2,7,6,6,4,6,7,4,5,1,5,6,3,3,4,1,5,4,2,2,1.186506
9,1,1,8,2,10,5,6,2,9,2,4,,,,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,8,11,,,,,,,,,,2,3,3,1,7,4,4,2,6,5,3,5,1,7,4,6,7,5,6,5,2,7,7,2,3,1,7,4,1,1,4,6,7,4,4,6,2,5,3,2,5,2,4,4,5,6,5,1,1,2,3,5,7,4,6,6,6,6,1,2,3,4,1,2,2,5,3,0.68243
4,9,3,10,8,2,1,9,4,10,4,,,,,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,8,3,1,4,3,2,,1,,,,2,2,3,1,4,7,2,3,1,3,3,3,3,2,4,1,1,7,4,7,4,5,3,7,4,6,5,3,4,5,1,6,4,3,6,6,1,7,1,7,4,4,2,1,1,7,1,3,2,5,3,6,2,4,1,3,2,4,5,4,4,4,2,4,6,1,1,1.245667
0,1,6,5,0,9,2,7,8,3,2,1,2,2,,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,5,,,,,,,,,,,3,,,,,3,3,5,1,6,3,7,7,5,2,7,4,7,7,5,2,1,5,6,3,5,4,7,3,5,5,6,4,6,1,1,4,5,6,3,6,5,6,7,1,1,4,5,2,6,2,4,2,6,4,2,5,7,4,5,2,4,1,1,4,1,2,0.650225
1,3,0,6,6,0,10,1,1,2,1,5,,,,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,2,,,,,,,,,,,4,,,,,7,2,7,2,1,5,7,4,6,6,2,6,7,4,2,5,4,2,1,2,3,3,1,4,5,3,3,4,2,4,3,4,7,7,5,4,1,6,1,2,2,7,4,2,3,3,6,1,2,3,1,5,4,5,4,3,4,1,1,2,5,4,0.746076
6,5,2,7,1,5,0,2,10,0,7,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,4,,,,,,,,,,,3,,,,,5,1,6,7,3,6,4,3,4,3,2,4,5,1,5,6,2,6,7,5,2,7,4,3,1,7,2,5,7,7,1,2,6,2,3,1,7,4,6,7,1,7,3,1,6,4,7,4,6,6,1,1,2,4,6,5,4,1,4,3,5,3,0.612681
4,2,5,10,5,7,8,1,6,7,2,4,,,,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,10,11,,,,2,4,1,3,,,4,,,,,5,7,5,2,7,3,3,5,2,1,6,2,1,7,4,6,6,1,4,3,4,6,1,4,5,5,1,5,7,7,3,6,7,5,3,2,3,4,7,6,4,3,1,3,1,1,5,5,1,6,7,5,1,6,3,3,4,1,4,6,4,3,1.431321
1,2,1,0,9,6,9,1,0,7,5,,,,,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,5,,,,,,,,,,,2,1,1,,,1,3,4,1,5,5,5,2,5,7,1,1,2,1,3,6,1,5,3,6,6,3,3,5,1,3,2,4,6,4,5,7,1,6,1,7,3,2,5,6,2,3,3,7,5,5,4,6,2,4,1,7,7,3,1,3,4,1,1,3,4,4,0.610155
4,2,9,4,3,9,1,1,6,1,4,,,,,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,4,,,1,,,,,,2,,4,,,,,7,5,6,3,3,7,6,6,5,5,7,1,2,2,1,7,2,3,2,2,1,5,1,2,3,3,3,4,1,4,4,1,3,4,4,1,3,5,6,6,7,5,2,5,4,1,6,2,3,1,7,7,3,6,6,4,4,1,1,4,1,1,1.244393
10,1,3,4,0,3,5,2,8,9,5,,,,,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,3,,,,,,,,,,,3,,,,,7,7,4,1,2,7,5,6,3,4,3,5,1,2,1,6,5,7,5,5,2,5,5,1,3,1,2,3,3,7,1,3,2,2,2,1,7,1,4,2,6,3,6,4,2,7,4,7,5,1,2,6,1,2,7,4,4,2,1,6,6,2,0.777306
10,5,5,1,9,8,3,6,3,1,1,5,,,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,,,,,,,,,,,4,,,,,4,4,5,6,3,5,7,4,5,1,4,6,6,2,6,3,1,1,4,3,5,7,2,2,4,6,6,3,1,3,2,7,1,7,5,1,7,4,6,6,3,1,7,4,7,1,4,2,5,7,1,3,3,7,2,2,4,1,2,5,1,1,1.075979
4,0,9,3,1,8,9,0,3,10,5,,,,,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,5,,,,,,,,,,,4,,,,,3,4,6,3,7,3,5,3,7,6,1,2,2,4,2,4,6,1,7,2,7,1,6,2,1,3,6,6,1,2,3,5,2,7,1,2,4,4,2,6,5,1,2,6,1,2,4,1,2,2,5,7,5,5,3,2,4,2,1,5,6,4,1.413942
7,6,1,3,8,5,5,10,10,9,6,,,,,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,3,,,,3,1,,,,,2,2,6,,,,4,4,2,7,3,4,3,4,1,3,2,4,2,6,7,1,1,4,6,5,6,2,6,2,3,6,5,6,7,3,1,3,2,3,6,6,1,5,4,1,3,6,1,2,4,4,6,1,5,4,3,6,6,1,4,2,4,2,5,5,4,3,1.288599
9,3,7,3,9,3,6,6,2,6,6,,,,,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,7,6,,,1,,,,,2,,2,2,1,,,4,5,4,6,7,5,7,3,6,3,5,2,5,3,3,2,3,7,2,4,3,7,1,7,6,2,7,6,4,1,7,3,6,5,1,6,2,3,3,6,7,5,2,7,6,1,4,7,1,2,3,6,5,5,1,4,4,2,4,1,3,4,0.876378
8,8,2,0,3,8,9,4,7,10,4,,,,,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,5,,,,,,,1,,,,4,,,,,4,7,4,7,6,2,4,3,2,6,3,6,1,4,5,2,4,3,6,1,2,5,1,6,4,3,7,3,3,1,5,7,5,2,2,5,5,6,3,7,4,7,2,7,5,4,6,1,5,4,4,1,6,6,6,4,4,1,1,5,6,3,0.677824
3,6,9,7,3,5,4,0,0,3,7,,,,,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,8,11,,,,,,,,,,3,,,,,2,4,3,4,4,6,7,2,6,6,7,6,6,5,4,7,2,7,7,1,4,5,3,1,3,5,2,7,1,2,3,5,4,4,7,5,5,7,7,3,2,4,3,3,3,4,6,1,2,3,1,5,3,6,1,1,4,1,2,5,4,3,1.15928
3,6,8,4,3,6,6,9,3,7,5,,,,,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,4,,,3,4,,,2,1,,,4,,,,,6,2,3,3,2,4,6,2,2,7,2,4,1,5,4,7,7,7,6,5,5,3,7,2,1,2,3,2,3,5,1,7,7,2,2,1,7,5,4,7,7,2,7,4,1,7,7,7,1,2,6,3,4,4,4,5,4,2,5,7,3,1,1.436855
6,1,7,0,9,2,0,2,8,7,3,4,,,,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,6,14,1,,,,,,,,,3,,,,,2,1,6,7,7,2,3,5,5,5,1,7,2,5,4,3,1,2,3,6,2,3,7,3,3,6,1,5,5,4,3,2,1,2,5,1,5,7,1,7,7,2,3,6,4,5,1,7,3,4,5,6,5,2,5,5,4,1,4,6,6,4,0.636124
5,7,4,10,6,9,0,4,9,9,5,,,,,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,3,,,1,,2,,,,3,4,1,6,,,,3,5,2,2,5,6,4,7,7,7,2,7,1,5,5,7,6,3,4,4,6,6,3,7,7,4,1,1,2,5,2,1,6,2,1,1,3,6,3,3,2,4,1,2,3,3,7,5,3,3,5,5,2,4,5,7,4,2,2,7,5,4,1.284135
0,3,2,4,8,0,2,7,1,9,2,3,,,,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,4,,,,,,,,,,,3,,,,,4,6,7,6,4,2,5,3,3,1,7,4,2,1,4,7,1,5,1,6,2,5,4,4,2,4,7,2,1,6,6,3,3,2,7,2,6,7,1,2,6,4,7,1,2,4,3,2,4,1,2,4,3,2,6,7,4,1,4,1,1,3,0.814298
8,6,6,4,1,1,6,6,2,8,3,5,,,,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,10,3,2,,,1,,,,,,1,7,,,,7,5,4,3,1,7,6,4,2,4,3,4,4,7,6,7,3,5,1,5,5,1,1,3,3,2,1,6,4,7,1,2,7,5,3,3,5,3,6,3,5,5,7,5,2,4,2,7,7,3,7,3,7,2,7,5,4,1,1,6,3,2,1.391201
1,0,1,3,8,4,9,6,0,4,7,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,6,14,1,,,,,,,,,1,6,,,,4,7,3,7,6,4,5,3,4,5,5,2,4,3,7,4,1,1,1,6,7,6,7,4,7,6,2,4,4,3,3,6,3,4,2,7,4,2,1,7,1,7,5,2,6,5,4,6,3,6,7,6,6,5,4,2,4,2,2,7,2,1,0.885188
0,4,2,9,0,1,1,10,2,10,2,4,,,,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,2,,,,,,,,,,,2,3,3,2,,4,5,2,1,2,2,7,6,2,7,5,7,2,5,4,3,3,6,3,2,2,3,2,4,3,7,2,2,7,7,1,6,7,1,4,5,3,6,2,5,3,7,6,4,5,6,4,6,6,3,2,2,2,4,1,7,4,2,2,3,4,1,0.993875
